mun_poly_fid,mun_poly_bdr_line_distm,mun_poly_bdr_line_rankn,mun_poly_bdr_line_fromx,mun_poly_bdr_line_fromy,mun_poly_bdr_line_nearx,mun_poly_bdr_line_neary,mun_poly_bdr_line_angle,mun_poly_codi,mun_poly_nome,mun_poly_lenm,mun_poly_arm2,mun_poly_cenx,mun_poly_ceny,mun_seat_codi,mun_seat_fid,mun_seat_nome,mun_seat_cap_poly_name,mun_seat_cap_poly_code,mun_seat_cap_poly_abbr,mun_seat_cap_poly_dnam,mun_seat_cap_poly_limt,mun_seat_cap_poly_type,mun_seat_pntx,mun_seat_pnty,mun_seat_cap_poly_fid,mun_seat_cap_poly_lenm,mun_seat_cap_poly_arm2,mun_seat_cap_poly_cenx,mun_seat_cap_poly_ceny,mun_seat_cap_don_death_year,mun_seat_cap_don_death_type,mun_seat_cap_don_letter_date,mun_seat_cap_foral_date,mun_seat_cap_otherdocs_date,mun_seat_cap_grant_date,mun_seat_cap_trnsfr_year,mun_seat_cap_crown_year,mun_seat_cap_settle_year,mun_seat_cap_pop1536_prtgs,mun_seat_cap_pop1546_prtgs,mun_seat_cap_pop1546_afrcns,mun_seat_cap_povs_1530_1549,mun_seat_cap_vilas_1530_1549,mun_seat_cap_time_auto,mun_seat_cap_treat,mun_treat,mun_poly_runvarm,mun_poly_runvarkm,mun_poly_runvarm_abs,mun_poly_runvarkm_abs,mun_poly_uf
611,138055.0746444248,3,1222319.875,-614300.75,1219288.079377017,-752322.5303478065,-91.2583605465061,2112209,Flôres,179935.6298895243,1746021035.117188,1222014.847199633,-583842.5470906483,2112209,866,Flôres,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1237772.875,-573969.9375,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,-138055.0746444248,-138.0550746444248,138055.0746444248,138.0550746444248,21
612,86531.87803387514,3,1172134.5,-664734,1170234.193403177,-751245.0094202323,-91.25836054650605,2107803,São José dos Mattões,356590.8104725013,5481070196.601563,1173859.043515803,-623938.0168259051,2107803,868,São José dos Mattões,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1208141.625,-639611.3125,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,-86531.87803387514,-86.53187803387515,86531.87803387514,86.53187803387515,21
613,36682.13601992738,2,1171604.5,-714584.125,1170798.932079274,-751257.4145076178,-91.25836054650632,2199907,Passagem Franca,268038.7700930077,2585129466.6875,1145318.437461277,-686751.271969264,2199907,869,Passagem Franca,Maranhao 2,2A,MA2,Joao de Barros,Ponto intermediario,Actual,1130661.875,-694153.125,7,10.57407738167047,2.589187145651179,-44.05333248293235,-4.55736968408358,,,08/03/1535,11/03/1535,18/06/1535,,,1580,1598,,,,,,-18,0,0,-36682.13601992738,-36.68213601992738,36682.13601992738,36.68213601992738,21
614,19783.25169178324,1,1229192.875,-732754.875,1228746.579008507,-752533.0919921462,-91.29266141626836,2110906,São Francisco,238076.7439321839,2809751429.40625,1199903.571540637,-697115.4316572991,2110906,871,São Francisco,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1232491.375,-704507.625,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,-19783.25169178324,-19.78325169178324,19783.25169178324,19.78325169178324,21
615,0,1,1000971.99825,-747879.5303000007,1000971.99825,-747879.5303000007,0,2106706,Mirador,580574.0519252199,9878046944.433594,1009564.105687039,-723611.9848907498,2106706,872,Mirador,Maranhao 1,1A,MA1,Aires de Cunha,Rio Turiacu,Actual,1066149,-714384.0625,6,21.48405136554598,4.449149931533907,-44.81677885008026,-4.17262400721112,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,,,1580,1598,,,,,,-18,0,0,0,0,0,0,21
616,157499.791717519,6,819022.875,-694511.5625,967425.9903103733,-747262.8635004296,-19.5682410931344,2109007,Porto Franco,338242.2921460317,4115632300.240234,768721.0898727699,-711423.8666828367,2109007,873,Porto Franco,Non-distributed land,,,,,Actual,730328.1875,-705485.25,8,44.42470635228014,20.19084314676072,-47.02770817267265,-3.744590771166007,,,,,,,,,,,,,,,,,,,,,,21
617,0,1,1058277.70795,-748952.7940500006,1058277.70795,-748952.7940500006,0,2108009,Pastos Bons,252688.5503768352,2300992158.667969,1091441.338402749,-738741.4644500546,2108009,876,Pastos Bons,Maranhao 2,2A,MA2,Joao de Barros,Ponto intermediario,Actual,1097324.375,-740885.625,7,10.57407738167047,2.589187145651179,-44.05333248293235,-4.55736968408358,,,08/03/1535,11/03/1535,18/06/1535,,,1580,1598,,,,,,-18,0,0,0,0,0,0,21
618,0,1,1132530.016100001,-750446.5731000006,1132530.016100001,-750446.5731000006,0,2111102,São João dos Patos,204848.3670271529,2012751330.316406,1149308.125589779,-733318.7756655411,2111102,874,São João dos Patos,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1138969.125,-729743.4375,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,0,0,0,0,21
619,0,1,1167929.87465,-751194.3941499991,1167929.87465,-751194.3941499991,0,2101509,Barão de Grajahú,214074.5597124527,2372106970.949219,1194323.203361698,-741590.9345608354,2101509,875,Barão de Grajahú,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,1213306.375,-760743,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,0,0,0,0,21
620,119452.2715784219,4,850294.5,-770694.875,967425.9903103733,-747262.8635004296,11.31261972995419,2102804,Carolina,817205.8125651892,10232328460.78516,756087.5584515682,-797423.0956595138,2102804,881,Carolina,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,721054.75,-816054.4375,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,119452.2715784219,119.4522715784219,119452.2715784219,119.4522715784219,21
621,0,1,1096670.959700001,-749712.5268000001,1096670.959700001,-749712.5268000001,0,2107308,Nova York,195921.4513264952,978081003.46875,1100449.176082837,-757943.0172632701,2107308,877,Nova York,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,1100589.125,-755794.375,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,0,0,0,0,21
622,70967.70871478305,3,903921.5625,-778942.5625,967425.9903103733,-747262.8635004296,26.51268701134777,2109502,Riachão,829199.4438164904,10328261035.28516,824803.3812124924,-822713.6341319144,2109502,880,Riachão,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,815089.3125,-820764.0625,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,70967.70871478305,70.96770871478304,70967.70871478305,70.96770871478304,21
623,0,1,1034518.006200001,-748496.1971000005,1034518.006200001,-748496.1971000005,0,2101806,Benecdito Leite,334018.6153846022,2382362582.171875,1041069.876473913,-790901.1972917075,2101806,878,Benecdito Leite,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,1042693.8125,-809447.0625,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,0,0,0,0,21
624,92629.06341667249,3,913989.75,-822924.6875,967425.9903103733,-747262.8635004296,54.76831120757577,2101400,Santo Antonio de Balsas,878836.5091686691,12673817727.92969,841550.9018697137,-919796.4975851526,2101400,882,Santo Antonio de Balsas,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,878959.1875,-840904.5,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,92629.06341667249,92.62906341667249,92629.06341667249,92.62906341667249,21
625,26734.44684633495,2,876044.9375,-1145592.875,875477.3147028359,-1172321.295315081,-91.21658902440929,2100501,Victoria do Alto Parnahyba,863239.9947279287,15720906143.5293,865944.5344680196,-1023653.358062106,2100501,883,Victoria do Alto Parnahyba,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,887056.5625,-1017337.75,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,26734.44684633495,26.73444684633495,26734.44684633495,26.73444684633495,21
626,433381.930738682,5,1106472.125,-316440.4375,1097602.515052604,-749731.59585679,-91.17269932884849,2105104,Icatú,180855.0565778691,1561041210.966707,1126677.518705051,-295020.0731903189,2105104,831,Icatú,Maranhao 2,2A,MA2,Joao de Barros,Ponto intermediario,Actual,1104576.625,-311556.0311999992,7,10.57407738167047,2.589187145651179,-44.05333248293235,-4.55736968408358,,,08/03/1535,11/03/1535,18/06/1535,,,1580,1598,,,,,,-18,0,0,-433381.930738682,-433.3819307386821,433381.930738682,433.3819307386821,21
627,127160.3898998257,4,1127728.25,-623161.25,1125125.780955553,-750295.0059987449,-91.17269932884849,2103000,Caxias,600009.4434025011,11090097842.76448,1161109.377156514,-550660.5455944478,2103000,862,Caxias,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1180607,-546535.5625,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,-127160.3898998257,-127.1603898998257,127160.3898998257,127.1603898998257,21
628,151224.9167147865,3,1074476,-598017.0625,1071473.65172734,-749212.1726730601,-91.1375981627894,2103307,Codó,521089.2630948921,6231645371.626656,1107233.700456705,-522443.0375212646,2103307,860,Codó,Maranhao 2,2A,MA2,Joao de Barros,Ponto intermediario,Actual,1122532.5,-500314.5,7,10.57407738167047,2.589187145651179,-44.05333248293235,-4.55736968408358,,,08/03/1535,11/03/1535,18/06/1535,,,1580,1598,,,,,,-18,0,0,-151224.9167147865,-151.2249167147865,151224.9167147865,151.2249167147865,21
629,272670.1017928823,3,989989.25,-474961.4686999992,984977.6792540972,-747585.51123917,-91.05313351047019,2101202,Bacabal,321075.3092938381,3687771407.304346,1023182.506547138,-452968.6172556994,2101202,856,Bacabal,Maranhao 1,1A,MA1,Aires de Cunha,Rio Turiacu,Actual,1023582.4375,-473222.6561999992,6,21.48405136554598,4.449149931533907,-44.81677885008026,-4.17262400721112,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,,,1580,1598,,,,,,-18,0,0,-272670.1017928823,-272.6701017928823,272670.1017928823,272.6701017928823,21
630,203812.9425422596,5,968262.5513813527,-543451.6378201228,967425.9903103733,-747262.8635004296,-90.23517423703079,2112902,Victoria do Baixo Mearim,683001.9884139453,9025578619.792772,971862.5420832303,-471401.2202759385,2112902,850,Victoria do Baixo Mearim,Maranhao 1,1A,MA1,Aires de Cunha,Rio Turiacu,Actual,1014438.125,-387693.75,6,21.48405136554598,4.449149931533907,-44.81677885008026,-4.17262400721112,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,,,1580,1598,,,,,,-18,0,0,-203812.9425422596,-203.8129425422596,203812.9425422596,203.8129425422596,21
631,380329.9193758162,5,1095155.25,-369277.5311999992,1087604.358908206,-749532.4872704424,-91.1375981627894,2199903,Axixá,204798.2300481368,668470914.3968862,1101754.608833986,-340018.0224556097,2199903,838,Axixá,Maranhao 2,2A,MA2,Joao de Barros,Ponto intermediario,Actual,1105908.5,-318426.7811999992,7,10.57407738167047,2.589187145651179,-44.05333248293235,-4.55736968408358,,,08/03/1535,11/03/1535,18/06/1535,,,1580,1598,,,,,,-18,0,0,-380329.9193758162,-380.3299193758162,380329.9193758162,380.3299193758162,21
632,39763.56485312223,3,636460.182,-1127472.8355,635615.9264207887,-1167227.436772625,-91.21658902440925,5216502,Pedro Affonso,1289922.976041451,39227000477.69003,718680.0866489565,-992236.7930757133,5216502,886,Pedro Affonso,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,640573.5,-996669.1875,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,39763.56485312223,39.76356485312223,39763.56485312223,39.76356485312223,52
633,0,1,730734.6010999996,-1169247.4412,730734.6010999996,-1169247.4412,0,5218201,Porto Nacional,2308713.427256242,88640738906.02631,569208.7472194715,-1209152.019016305,5218201,887,Porto Nacional,Bahia,6,BA,Francisco Pereira Coutinho,Rio de Sao Francisco,Actual,610694.75,-1189627.125,1,34.06506788559879,29.40601937314499,-43.11804713917307,-11.78407653654792,1548,Eaten by natives,05/04/1534,26/08/1534,26/08/1534,05/04/1534,1548,1549,1548,200,1100,260,1,1,1,0,0,0,0,0,0,52
634,49024.77537586162,2,687612.9437000006,-1217367.5097,688653.8322693112,-1168353.78558481,88.78341097559071,5214200,Natividade,766291.8593560359,15416227692.72741,691330.1933544371,-1285125.406525322,5214200,889,Natividade,Bahia,6,BA,Francisco Pereira Coutinho,Rio de Sao Francisco,Actual,684220.4375,-1302499.375,1,34.06506788559879,29.40601937314499,-43.11804713917307,-11.78407653654792,1548,Eaten by natives,05/04/1534,26/08/1534,26/08/1534,05/04/1534,1548,1549,1548,200,1100,260,1,1,1,0,0,-49024.77537586162,-49.02477537586162,49024.77537586162,49.02477537586162,52
635,0,1,593943.0579999983,-1459654.5624,593943.0579999983,-1459654.5624,0,5216604,Peixe,1039479.242025787,22768276626.7413,522431.4447608108,-1380434.934090254,5216604,890,Peixe,Bahia,6,BA,Francisco Pereira Coutinho,Rio de Sao Francisco,Actual,594612.75,-1335670.875,1,34.06506788559879,29.40601937314499,-43.11804713917307,-11.78407653654792,1548,Eaten by natives,05/04/1534,26/08/1534,26/08/1534,05/04/1534,1548,1549,1548,200,1100,260,1,1,1,0,0,0,0,0,0,52
636,16711.43839286864,1,828320.8335999995,-1449039.310900001,827817.530153388,-1465743.168502341,-91.72585530191583,5220900,Santa Maria de Taguatinga,654107.8907693072,6880041807.184876,812317.3959594358,-1364890.646766748,5220900,892,Santa Maria de Taguatinga,Bahia,6,BA,Francisco Pereira Coutinho,Rio de Sao Francisco,Actual,822381,-1383339.875,1,34.06506788559879,29.40601937314499,-43.11804713917307,-11.78407653654792,1548,Eaten by natives,05/04/1534,26/08/1534,26/08/1534,05/04/1534,1548,1549,1548,200,1100,260,1,1,1,0,0,-16711.43839286864,-16.71143839286864,16711.43839286864,16.71143839286864,52
637,0,1,708475.0821500011,-1462386.9001,708475.0821500011,-1462386.9001,0,5216205,Palma,716055.2951831735,15425749229.08946,661868.1999386321,-1414352.693270122,5216205,891,Palma,Bahia,6,BA,Francisco Pereira Coutinho,Rio de Sao Francisco,Actual,664550.6875,-1402810.75,1,34.06506788559879,29.40601937314499,-43.11804713917307,-11.78407653654792,1548,Eaten by natives,05/04/1534,26/08/1534,26/08/1534,05/04/1534,1548,1549,1548,200,1100,260,1,1,1,0,0,0,0,0,0,52
638,0,1,693110.0316499993,-1461990.8867,693110.0316499993,-1461990.8867,0,5205307,Cavalcante,777428.9620367297,14253130261.80817,693710.5554160581,-1535924.333953592,5205307,895,Cavalcante,Ilheus,7,IL,Jorge de Figueiredo Correia,Sul da Baia de TS,Actual,707258.5625,-1535476.875,4,30.22837915268245,24.40579010302478,-43.83816066096144,-14.39330814915957,,,,01/04/1535,,26/07/1534,1551,1753,1536,250,330,80,,1,0217,1,1,0,0,0,0,52
639,75027.74480033385,1,781667.8612000011,-1539452.0699,783820.0760683058,-1464455.200225429,88.35621146891626,5218300,Posse,472483.5536242554,5090013682.484531,811949.5655500741,-1588114.545850232,5218300,1213,Posse,Ilheus,7,IL,Jorge de Figueiredo Correia,Sul da Baia de TS,Actual,824911.503899999,-1572060.036900001,4,30.22837915268245,24.40579010302478,-43.83816066096144,-14.39330814915957,,,,01/04/1535,,26/07/1534,1551,1753,1536,250,330,80,,1,0217,1,1,75027.74480033385,75.02774480033385,75027.74480033385,75.02774480033385,52
640,104849.0017783616,2,756458.7774999999,-1568562.1688,759466.4326168479,-1463756.3140751,88.35621146891623,5220702,Sitio d'Abbadia,582973.077435247,7037427826.175954,789765.7108804922,-1633318.081376304,5220702,898,Sitio d'Abbadia,Ilheus,7,IL,Jorge de Figueiredo Correia,Sul da Baia de TS,Actual,833782.0625,-1651748.75,4,30.22837915268245,24.40579010302478,-43.83816066096144,-14.39330814915957,,,,01/04/1535,,26/07/1534,1551,1753,1536,250,330,80,,1,0217,1,1,104849.0017783616,104.8490017783616,104849.0017783616,104.8490017783616,52
641,88407.20981489155,4,615710.6160000004,-1548590.205399999,617794.059106452,-1460207.548661947,88.64961749923998,5214606,São José do Tocantins,653939.5270017518,11282526765.64241,604527.4060795082,-1617903.364006716,5214606,896,São José do Tocantins,Ilheus,7,IL,Jorge de Figueiredo Correia,Sul da Baia de TS,Actual,597241.1875,-1607896.375,4,30.22837915268245,24.40579010302478,-43.83816066096144,-14.39330814915957,,,,01/04/1535,,26/07/1534,1551,1753,1536,250,330,80,,1,0217,1,1,88407.20981489155,88.40720981489156,88407.20981489155,88.40720981489156,52
642,216177.3640557266,6,502840.6543999985,-1663159.660399999,574602.8604453939,-1459240.954750958,70.61222615210447,5208905,Goyaz,1406740.942801905,36807356088.25848,348926.5884453084,-1729542.258333177,5208905,904,Goyaz,Placebo 6,0F,PC6,,,Placebo,413239.5313000008,-1766102.75,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
643,162830.1895977972,5,537580.4600000009,-1617806.438100001,574602.8604453939,-1459240.954750958,76.85782637912914,5217302,Pyrenopolis,670811.3347475852,6426477082.338802,544745.9595028239,-1702890.051255622,5217302,900,Pyrenopolis,Placebo 6,0F,PC6,,,Placebo,539891.9375,-1759701.875,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
644,246377.1303798487,4,577794.4310999997,-1705741.6664,583032.8339047476,-1459420.231055319,88.78170108681249,5205802,Corumbá,403061.980299867,4762298280.939593,575775.6854504952,-1767074.066568724,5205802,902,Corumbá,Placebo 6,0F,PC6,,,Placebo,555818.125,-1767991.375,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
645,452142.3539799412,8,228862.740699999,-1750610.9564,574602.8604453939,-1459240.954750958,40.12227356026882,5204409,Rio Bonito,815363.7021353547,20657712768.26265,215942.3142953381,-1847761.72099982,5204409,911,Rio Bonito,Placebo 6,0F,PC6,,,Placebo,233226.3594000004,-1876697.5,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
646,332721.8293983653,7,538765.3330000006,-1790027.1204,574602.8604453939,-1459240.954750958,83.81666588396283,5201108,Annapolis,260738.2495468157,2099427570.906652,523596.8019594253,-1812593.28313442,5201108,908,Annapolis,Placebo 6,0F,PC6,,,Placebo,539292.1875,-1812360,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
647,365237.3088176898,7,441113.6713000014,-1799209.965299999,574602.8604453939,-1459240.954750958,68.56249383137698,5201306,Anicuns,308055.4181731953,2445466437.303052,423624.6461763213,-1828236.204820067,5201306,909,Anicuns,Placebo 6,0F,PC6,,,Placebo,431212.5938000008,-1824865.75,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
648,348863.5151110931,7,564446.2987000011,-1807956.5931,574602.8604453939,-1459240.954750958,88.33169611051797,5220603,Bomfim,372738.4789236459,4985458152.440585,575910.9017012203,-1850028.277765622,5220603,910,Bomfim,Porto Seguro,8,PS,Pedro do Campo Tourinho,Rio Pardo,Actual,575132.5,-1850203.625,22,25.90385557105519,23.37599665477138,-43.90854454859503,-16.85942971077868,,,27/05/1534,23/09/1534,07/10/1534,27/05/1534,1554,1761,1535,400,,,,4,0226,1,1,348863.5151110931,348.8635151110931,348863.5151110931,348.8635151110931,52
649,387997.3112269824,7,548558.8123000003,-1846363.184900001,574602.8604453939,-1459240.954750958,86.15116691227774,5203302,Bella Vista,255797.9284649119,1578234488.135618,541568.9509795773,-1877204.505204575,5203302,914,Bella Vista,Placebo 6,0F,PC6,,,Placebo,537424.3125,-1884090.125,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
650,509186.2599787108,9,118916.6609000005,-2062720.0777,550942.2069173108,-2332209.548625215,-31.95514483998576,5213103,Mineiros,788313.3276472053,10971925692.86651,127295.076570876,-1943465.616695556,5213103,915,Mineiros,Placebo 6,0F,PC6,,,Placebo,153813.3280999996,-1943798.5,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
651,399129.6009117045,6,621240.5903000012,-1859529.274499999,630646.6536441724,-1460510.522689634,88.64961749923995,5215306,Campo Formoso,218828.1067675516,1983084405.792507,618064.7196934195,-1890177.760482303,5215306,916,Campo Formoso,Porto Seguro,8,PS,Pedro do Campo Tourinho,Rio Pardo,Actual,607234.1875,-1892520.625,22,25.90385557105519,23.37599665477138,-43.90854454859503,-16.85942971077868,,,27/05/1534,23/09/1534,07/10/1534,27/05/1534,1554,1761,1535,400,,,,4,0226,1,1,399129.6009117045,399.1296009117045,399129.6009117045,399.1296009117045,52
652,285440.3624638168,7,364494.4778999984,-2116076.6153,550942.2069173108,-2332209.548625215,-49.21720293021012,5218805,Rio Verde,876140.6314561131,20394897410.19492,335959.995634718,-1996338.591622314,5218805,920,Rio Verde,Placebo 6,0F,PC6,,,Placebo,325692.625,-1971180.875,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
653,333340.8725671341,6,614446.0700999983,-2000876.277000001,602482.2142882807,-2334002.384469732,-92.0568305677574,5210109,Ypamery,523991.2230566032,7492374114.409206,640110.6727436953,-1947250.162605434,5210109,917,Ypamery,Porto Seguro,8,PS,Pedro do Campo Tourinho,Rio Pardo,Actual,619385.1875,-1969729.375,22,25.90385557105519,23.37599665477138,-43.90854454859503,-16.85942971077868,,,27/05/1534,23/09/1534,07/10/1534,27/05/1534,1554,1761,1535,400,,,,4,0226,1,1,333340.8725671341,333.3408725671341,333340.8725671341,333.3408725671341,52
654,378760.3793747728,7,538321.5562000014,-1953659.4936,550942.2069173108,-2332209.548625215,-88.09049748396097,5217104,Pouso Alto,322345.5633529578,3636759849.528428,519817.0328847227,-1921319.128420652,5217104,919,Pouso Alto,Placebo 6,0F,PC6,,,Placebo,529654.8125,-1920549.875,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
655,376433.6780942709,6,589531.7232999988,-1956873.9614,576647.0500748488,-2333087.064839344,-91.96151849643438,5219209,Santa Cruz,253092.8267294242,2431826664.546284,584117.9927059954,-1922208.351394568,5219209,918,Santa Cruz,Porto Seguro,8,PS,Pedro do Campo Tourinho,Rio Pardo,Actual,608036.3125,-1922573.25,22,25.90385557105519,23.37599665477138,-43.90854454859503,-16.85942971077868,,,27/05/1534,23/09/1534,07/10/1534,27/05/1534,1554,1761,1535,400,,,,4,0226,1,1,376433.6780942709,376.4336780942709,376433.6780942709,376.4336780942709,52
656,278537.4654095406,6,333174.8302000016,-2158541.793199999,550942.2069173108,-2332209.548625215,-38.57208272926943,5211909,Jatahy,1079688.448947809,27681289974.94845,232134.5153558386,-2035392.010234463,5211909,921,Jatahy,Placebo 6,0F,PC6,,,Placebo,242210.4530999996,-1979218.125,18,33.22752206604807,24.3550971624686,-53.73481201853662,-16.81070728572488,,,,,,,,,,,,,,,,,,,,,,52
657,306917.8063454893,5,551634.4737000018,-2025292.523,550942.2069173108,-2332209.548625215,-90.12923329229174,5204508,Caldas Novas,320765.3693633596,2539303796.846813,562954.5590065646,-1977938.552097524,5204508,922,Caldas Novas,Porto Seguro,8,PS,Pedro do Campo Tourinho,Rio Pardo,Actual,569898.4375,-1970632.5,22,25.90385557105519,23.37599665477138,-43.90854454859503,-16.85942971077868,,,27/05/1534,23/09/1534,07/10/1534,27/05/1534,1554,1761,1535,400,,,,4,0226,1,1,306917.8063454893,306.9178063454893,306917.8063454893,306.9178063454893,52
658,291290.9859470974,5,583253.1114999987,-2041851.540899999,573282.7252519857,-2332971.842308365,-91.96151849643438,5205901,Corumbahyba,290751.7701604243,1882382262.601633,578414.4937918896,-2018029.367386767,5205901,925,Corumbahyba,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,575406.75,-2015136.875,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,291290.9859470974,291.2909859470973,291290.9859470974,291.2909859470973,52
659,298763.4554940838,7,532820.2727000006,-2033996.205800001,550942.2069173108,-2332209.548625215,-86.52250609094841,5203906,Burity Alegre,191970.307422314,899302251.2661904,528413.2722280941,-2011867.554001857,5203906,926,Burity Alegre,Placebo 7,0G,PC7,,,Placebo,524393.6875,-2013850,19,33.19285259356617,26.69082109128583,-53.28781441204929,-19.55750282631005,,,,,,,,,,,,,,,,,,,,,,52
660,271388.8105116102,6,486248.8764999993,-2068644.263599999,550942.2069173108,-2332209.548625215,-76.20912629880449,5211503,Santa Rita do Paranahyba,407103.6287797144,4113009994.958566,472754.743077368,-2038854.40398353,5211503,927,Santa Rita do Paranahyba,Placebo 7,0G,PC7,,,Placebo,505227.5938000008,-2043978.375,19,33.19285259356617,26.69082109128583,-53.28781441204929,-19.55750282631005,,,,,,,,,,,,,,,,,,,,,,52
661,278938.3937185389,3,1494639.75,-2130052,1370081.82008421,-2379635.552313392,-116.5220886554354,3201605,Conceição da Barra,325990.6015601846,3687875741.2141,1470649.577000299,-2080528.747809845,3201605,928,Conceição da Barra,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1504335,-2116284,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,278938.3937185389,278.9383937185389,278938.3937185389,278.9383937185389,32
662,104974.8240043523,1,1363876.875,-2273803,1355321.733855847,-2378428.633736424,-94.67462286360646,3202702,Bôa Familia,181462.1533741675,849090710.875,1374023.242712988,-2244194.482227767,3202702,930,Bôa Familia,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1375874.75,-2243802.75,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,104974.8240043523,104.9748240043523,104974.8240043523,104.9748240043523,32
